Time UTC,"('Freq',)","('dFdt',)","('STAT',)","('I', 'IA:Ambridge Farm', 'Ang')","('I', 'IA:Ambridge Farm', 'Mag')","('I', 'IB:Ambridge Farm', 'Ang')","('I', 'IB:Ambridge Farm', 'Mag')","('I', 'IC:Ambridge Farm', 'Ang')","('I', 'IC:Ambridge Farm', 'Mag')","('I', 'IPPS:Ambridge Fa', 'Ang')","('I', 'IPPS:Ambridge Fa', 'Mag')","('V', 'VA:Ambridge Farm', 'Ang')","('V', 'VA:Ambridge Farm', 'Mag')","('V', 'VB:Ambridge Farm', 'Ang')","('V', 'VB:Ambridge Farm', 'Mag')","('V', 'VC:Ambridge Farm', 'Ang')","('V', 'VC:Ambridge Farm', 'Mag')","('V', 'VPPS:Ambridge Fa', 'Ang')","('V', 'VPPS:Ambridge Fa', 'Mag')"
1489082611.86,50.054,0.01,0.0,-2.35618,0.309444,-1.57079,1.09405,-2.35618,0.309444,-1.57079,0.21881,0.194316,125340.7,2.28129,125483.5,-1.92393,124659.4,0.716121,794.9651
1489082611.88,50.054,0.01,0.0,-1.89254,0.691938,-1.40564,1.330969,-2.35618,0.618888,-1.57079,0.21881,0.201113,125329.3,2.287804,125476.8,-1.91728,124649.1,0.740162,787.3897
1489082611.9,50.053,0.0,0.0,-1.57079,0.65643,-1.40564,1.330969,-2.35618,0.618888,-1.10714,0.489274,0.207818,125335.2,2.294315,125468.9,-1.91054,124645.6,0.752623,790.2456
1489082611.92,50.053,-0.00999,0.0,-2.35618,0.618888,-1.57079,1.09405,-1.57079,0.43762,-1.57079,0.21881,0.214992,125312.8,2.301637,125489.9,-1.90342,124660.3,0.756361,780.4393
1489082611.94,50.053,-0.00999,0.0,-1.89254,0.691938,-1.37339,1.115716,-2.35618,0.618888,-1.57079,0.21881,0.221086,125336.7,2.307878,125462.6,-1.89722,124642.7,0.756835,793.3818
1489082611.96,50.053,-0.00999,0.0,-2.35618,0.618888,-1.24904,1.383876,-1.81576,0.902177,0.0,0.0,0.228406,125349.2,2.314969,125506.9,-1.89011,124650.4,0.760813,790.06
1489082611.98,50.054,0.0,0.0,-1.89254,0.691938,-1.57079,0.65643,-2.35618,0.618888,-1.57079,0.21881,0.235146,125336.9,2.321724,125481.3,-1.88371,124659.2,0.777398,809.2689
1489082612.0,50.054,0.01,0.0,-1.57079,0.43762,-1.57079,1.09405,-2.35618,0.309444,-1.10714,0.489274,0.242676,125350.1,2.329309,125471.5,-1.87597,124672.9,0.789414,806.0126
1489082612.02,50.054,0.01,0.0,-1.57079,0.65643,-1.29249,1.592961,-2.15879,0.788931,0.0,0.21881,0.248921,125315.2,2.335915,125471.4,-1.86938,124661.8,0.781283,786.5909
1489082612.04,50.054,0.01,0.0,-1.89254,0.691938,-1.40564,1.330969,0.0,0.0,-1.10714,0.489274,0.256564,125359.3,2.342832,125489.2,-1.86263,124626.1,0.793272,822.2164
1489082612.06,50.054,0.01,0.0,-1.89254,0.691938,-1.57079,0.87524,-2.35618,0.618888,-1.57079,0.21881,0.262,125307.9,2.349177,125474.6,-1.85603,124663.6,0.785398,783.3473
1489082612.08,50.053,-0.00999,0.0,-1.57079,0.43762,-1.40564,1.330969,-2.35618,0.618888,0.0,0.21881,0.268849,125361.0,2.35524,125455.4,-1.84956,124634.8,0.809587,803.004
1489082612.1,50.052,-0.01999,0.0,-2.35618,0.309444,-1.37339,1.115716,-2.15879,0.788931,0.0,0.0,0.276222,125319.9,2.362723,125451.5,-1.84228,124611.9,0.817907,796.7161
1489082612.12,50.052,-0.01999,0.0,-1.10714,0.489274,-1.10714,1.467822,-1.89254,0.691938,0.0,0.21881,0.283547,125340.8,2.370101,125467.5,-1.83499,124637.8,0.825699,803.4215
1489082612.14,50.052,-0.01999,0.0,-2.03443,0.489274,-1.57079,1.09405,-2.35618,0.309444,-1.57079,0.21881,0.290324,125357.6,2.376983,125511.6,-1.82814,124660.9,0.818173,790.2456
1489082612.16,50.053,-0.00999,0.0,-1.89254,0.691938,-1.57079,0.87524,-2.03443,0.489274,-1.57079,0.21881,0.297277,125353.5,2.383719,125496.4,-1.82124,124655.5,0.834539,790.7758
1489082612.18,50.054,0.01,0.0,-1.57079,0.43762,-1.57079,1.09405,-2.35618,0.309444,-0.78539,0.309444,0.303916,125328.6,2.390566,125467.9,-1.81462,124635.9,0.837981,800.6388
1489082612.2,50.054,0.02,0.0,-2.15879,0.788931,-1.57079,0.87524,-2.03443,0.489274,-1.57079,0.21881,0.31071,125354.0,2.397351,125483.9,-1.80773,124656.5,0.842247,797.5836
1489082612.22,50.054,0.02,0.0,-1.32581,0.902177,-1.40564,1.330969,-2.03443,0.489274,-0.78539,0.309444,0.317627,125322.8,2.404175,125463.8,-1.8009,124614.1,0.850878,791.5175
1489082612.24,50.054,0.02,0.0,-1.10714,0.489274,-1.03037,1.275871,-1.81576,0.902177,0.0,0.21881,0.324014,125352.5,2.410754,125483.4,-1.79456,124638.3,0.849825,804.4381
1489082612.26,50.054,0.01,0.0,-1.57079,0.87524,-1.19028,1.178328,-1.89254,0.691938,-1.57079,0.21881,0.330934,125318.3,2.417432,125460.7,-1.78786,124620.0,0.873876,805.9216
1489082612.28,50.055,0.01,0.0,-1.57079,0.65643,-1.57079,0.87524,-2.03443,0.489274,-1.57079,0.21881,0.338661,125335.3,2.424794,125472.1,-1.78034,124618.5,0.886269,803.6171
1489082612.3,50.055,0.01,0.0,-1.81576,0.902177,-1.37339,1.115716,-1.57079,0.43762,-1.57079,0.21881,0.345051,125323.9,2.431411,125479.9,-1.77381,124644.5,0.895159,797.8595
1489082612.32,50.054,0.0,0.0,-1.57079,0.87524,-0.92729,1.09405,-1.10714,0.489274,-1.57079,0.21881,0.35131,125243.3,2.438389,125454.8,-1.76658,124593.3,0.870661,760.2131
1489082612.34,50.054,0.0,0.0,-2.03443,0.489274,-1.19028,1.178328,-1.57079,0.65643,-1.57079,0.21881,0.358343,125315.9,2.444878,125433.6,-1.75965,124574.3,0.885899,774.3065
1489082612.36,50.052,-0.01999,0.0,-1.57079,0.43762,-1.40564,1.330969,-2.03443,0.489274,0.0,0.21881,0.364386,125190.9,2.451533,125406.6,-1.75377,124501.9,0.861522,766.1442
1489082612.38,50.051,-0.03999,0.0,-1.81576,0.902177,-1.19028,1.178328,-1.57079,0.65643,-1.57079,0.21881,0.371819,125245.6,2.458865,125416.6,-1.74589,124580.1,0.896055,762.1128
1489082612.4,50.051,-0.03999,0.0,-2.35618,0.309444,-1.37339,1.115716,-2.35618,0.309444,-1.57079,0.21881,0.377995,125254.9,2.465142,125451.4,-1.7395,124562.7,0.88076,747.9017
1489082612.42,50.052,-0.01999,0.0,-1.24904,0.691938,-1.57079,0.87524,-2.03443,0.489274,-0.78539,0.309444,0.385162,125255.0,2.472317,125442.3,-1.73243,124583.0,0.897001,755.6788
1489082612.44,50.054,0.0,0.0,-1.57079,0.65643,-1.03037,1.275871,-1.81576,0.902177,0.0,0.0,0.393014,125257.5,2.478663,125358.4,-1.72502,124561.0,0.984444,769.4059
1489082612.46,50.055,0.03,0.0,-2.03443,0.489274,-1.10714,1.467822,-2.15879,0.788931,0.0,0.0,0.399843,125253.3,2.484907,125411.6,-1.71886,124583.1,1.014085,771.0519
1489082612.48,50.056,0.05,0.0,-1.57079,0.43762,-1.57079,0.87524,-2.03443,0.489274,-1.57079,0.21881,0.40721,125249.0,2.492638,125413.5,-1.71123,124597.7,1.021108,762.3465
1489082612.5,50.057,0.06,0.0,-1.10714,0.489274,-1.24904,0.691938,-2.03443,0.489274,-1.57079,0.21881,0.413635,125269.7,2.498968,125394.3,-1.70474,124596.9,1.027319,770.1681
1489082612.52,50.057,0.05,0.0,-1.81576,0.902177,-1.24904,1.383876,-2.03443,0.489274,-1.57079,0.21881,0.420688,125275.7,2.505947,125405.5,-1.69774,124593.3,1.032422,767.8109
1489082612.54,50.056,0.02,0.0,-1.57079,0.43762,-1.57079,0.87524,-2.03443,0.489274,-1.57079,0.21881,0.427402,125248.5,2.512783,125390.4,-1.69093,124594.0,1.037556,765.4738
1489082612.56,50.055,0.0,0.0,-1.24904,0.691938,-1.24904,1.383876,-2.03443,0.489274,-0.78539,0.309444,0.434631,125251.7,2.520125,125375.3,-1.68389,124597.4,1.041454,779.6333
1489082612.58,50.055,-0.00999,0.0,-1.57079,0.21881,-1.24904,1.383876,-2.03443,0.489274,0.0,0.21881,0.442489,125309.0,2.526547,125370.0,-1.67733,124580.9,1.092261,825.1296
1489082612.6,50.055,-0.01999,0.0,-1.57079,0.87524,-1.24904,1.383876,-2.03443,0.489274,-0.78539,0.309444,0.450249,125292.2,2.534644,125391.1,-1.66936,124612.2,1.097073,812.7959
1489082612.62,50.055,-0.01999,0.0,-1.57079,0.43762,-1.03037,1.275871,-1.81576,0.902177,0.0,0.0,0.456555,125269.7,2.541082,125368.2,-1.66312,124620.4,1.112161,816.8594
1489082612.64,50.055,-0.00999,0.0,-1.57079,0.65643,-1.10714,1.467822,-1.89254,0.691938,0.0,0.21881,0.463762,125283.0,2.548173,125389.4,-1.65594,124600.6,1.109668,812.7572
1489082612.66,50.056,0.01,0.0,-1.57079,0.43762,-1.10714,1.467822,-1.89254,0.691938,0.0,0.21881,0.470887,125282.1,2.555524,125367.5,-1.64873,124577.7,1.102161,820.9538
1489082612.68,50.056,0.01,0.0,-1.81576,0.902177,-1.37339,1.115716,-2.35618,0.309444,-0.78539,0.309444,0.478012,125277.5,2.562623,125378.7,-1.64177,124636.9,1.129478,825.2438
1489082612.7,50.055,0.0,0.0,-1.57079,0.65643,-1.19028,1.178328,-1.57079,0.65643,-1.57079,0.21881,0.485148,125316.0,2.57083,125426.5,-1.63406,124590.7,1.054434,815.9353
1489082612.72,50.055,0.0,0.0,-1.89254,0.691938,-1.32581,0.902177,-1.89254,0.691938,0.0,0.0,0.491217,125289.6,2.577422,125420.7,-1.62771,124639.4,1.064246,811.4541
1489082612.74,50.055,0.0,0.0,-1.57079,0.65643,-1.37339,1.115716,-2.35618,0.309444,-0.78539,0.309444,0.498568,125308.2,2.58446,125380.0,-1.62034,124581.3,1.069666,819.472
1489082612.76,50.055,-0.00999,0.0,-2.03443,0.489274,-1.10714,1.467822,-2.35618,0.309444,0.0,0.21881,0.506108,125299.7,2.591533,125413.1,-1.61361,124583.8,1.089909,831.3034
1489082612.78,50.055,-0.00999,0.0,-2.03443,0.489274,-1.19028,1.178328,-1.57079,0.65643,-1.57079,0.21881,0.513001,125284.0,2.598938,125389.5,-1.60606,124597.4,1.087101,817.0133
1489082612.8,50.055,0.0,0.0,-2.03443,0.489274,-1.19028,1.178328,-2.03443,0.489274,-1.57079,0.21881,0.520116,125327.1,2.605724,125429.8,-1.59915,124625.0,1.104636,814.8045
1489082612.82,50.056,0.01,0.0,-1.10714,0.489274,-1.10714,1.467822,-1.89254,0.691938,0.0,0.21881,0.527246,125272.1,2.613287,125407.8,-1.59173,124574.7,1.091883,804.6595
1489082612.84,50.056,0.01,0.0,-1.24904,0.691938,-1.19028,1.178328,0.0,0.0,-0.78539,0.309444,0.535019,125313.3,2.620654,125423.2,-1.58438,124618.4,1.122073,823.0825
1489082612.86,50.056,0.01,0.0,-1.57079,0.65643,-1.10714,0.978548,-1.89254,0.691938,-1.57079,0.21881,0.541723,125281.8,2.627408,125430.8,-1.57747,124609.7,1.127606,800.6388
1489082612.88,50.056,0.01,0.0,-1.32581,0.902177,-1.19028,1.178328,-2.03443,0.489274,-0.78539,0.309444,0.548747,125296.2,2.634615,125433.4,-1.57042,124625.2,1.124913,806.7402
1489082612.9,50.056,0.01,0.0,-1.89254,0.691938,-1.19028,1.178328,-2.03443,0.489274,-1.57079,0.21881,0.555284,125284.5,2.641209,125416.7,-1.56366,124605.5,1.130045,804.7767
1489082612.92,50.055,-0.00999,0.0,-2.03443,0.489274,-1.19028,1.178328,-2.03443,0.489274,-1.57079,0.21881,0.563064,125305.9,2.648724,125426.6,-1.5562,124615.6,1.149729,817.5902
1489082612.94,50.055,-0.00999,0.0,-1.32581,0.902177,-1.10714,1.467822,-1.89254,0.691938,0.0,0.21881,0.569961,125269.6,2.655823,125403.7,-1.54925,124590.0,1.147429,813.4145
1489082612.96,50.055,-0.00999,0.0,-1.57079,0.65643,-1.19028,1.178328,0.0,0.0,-0.78539,0.309444,0.576527,125244.8,2.662484,125400.3,-1.54268,124596.6,1.157738,809.6961
1489082612.98,50.055,-0.00999,0.0,-1.10714,0.489274,-0.89605,1.401068,-1.89254,0.691938,0.0,0.21881,0.584283,125274.2,2.67006,125405.6,-1.53477,124600.7,1.162928,807.8694
1489082613.0,50.055,-0.00999,0.0,-2.35618,0.309444,-1.03037,1.275871,-2.03443,0.489274,0.0,0.21881,0.591478,125291.9,2.676949,125420.2,-1.52772,124603.4,1.180807,806.7532
1489082613.02,50.056,0.01,0.0,-1.57079,0.65643,-0.64349,1.09405,-1.32581,0.902177,0.0,0.0,0.598736,125271.7,2.68472,125406.6,-1.52014,124615.6,1.181752,796.5451
1489082613.04,50.056,0.01,0.0,-1.10714,0.489274,-0.98278,0.788931,-1.89254,0.691938,-1.57079,0.21881,0.605644,125305.5,2.691264,125429.2,-1.5137,124594.7,1.182953,810.9891
1489082613.06,50.056,0.01,0.0,-1.57079,0.43762,-1.03037,1.275871,-2.03443,0.489274,0.0,0.21881,0.613085,125297.5,2.698854,125435.3,-1.50595,124635.3,1.201979,799.971
1489082613.08,50.056,0.01,0.0,-1.89254,0.691938,-0.89605,1.401068,-1.89254,0.691938,0.0,0.0,0.620487,125326.8,2.706132,125451.5,-1.49847,124630.5,1.204031,804.2427
1489082613.1,50.057,0.02,0.0,-1.57079,0.87524,-1.03037,1.275871,-2.03443,0.489274,-1.57079,0.21881,0.628393,125329.8,2.713772,125453.5,-1.49097,124646.7,1.223961,808.025
1489082613.12,50.058,0.02,0.0,-1.10714,0.489274,-1.03037,1.275871,-2.03443,0.489274,0.0,0.43762,0.63465,125273.8,2.720478,125425.1,-1.48436,124623.5,1.225457,797.8595
1489082613.14,50.057,0.01,0.0,-1.57079,0.65643,-1.19028,1.178328,-2.35618,0.309444,-0.78539,0.309444,0.641565,125312.1,2.72733,125409.2,-1.47756,124603.3,1.217254,819.766
1489082613.16,50.056,0.0,0.0,-1.24904,0.691938,-0.89605,1.401068,-1.89254,0.691938,0.0,0.21881,0.648952,125292.7,2.734721,125405.2,-1.47019,124619.0,1.233061,815.1131
1489082613.18,50.056,0.0,0.0,-1.57079,0.87524,-0.92729,1.09405,-1.81576,0.902177,0.0,0.0,0.656012,125288.7,2.741671,125406.5,-1.46294,124612.2,1.250854,800.5341
1489082613.2,50.056,-0.00999,0.0,-1.57079,0.87524,-1.10714,0.978548,-1.89254,0.691938,-1.57079,0.21881,0.663792,125309.3,2.749556,125409.9,-1.45504,124584.5,1.234658,804.9589
1489082613.22,50.056,-0.01999,0.0,-1.57079,0.65643,-0.92729,1.09405,-1.81576,0.902177,0.0,0.0,0.670005,125304.6,2.755766,125427.1,-1.4491,124603.6,1.241877,807.7916
1489082613.24,50.057,0.0,0.0,-2.35618,0.309444,-1.03037,1.275871,-2.03443,0.489274,0.0,0.21881,0.67805,125318.9,2.763709,125451.3,-1.44137,124614.4,1.252579,819.3569
1489082613.26,50.058,0.02,0.0,-2.35618,0.309444,-1.10714,0.978548,-1.89254,0.691938,0.0,0.0,0.684462,125316.3,2.770562,125423.3,-1.43446,124628.0,1.250822,815.0102
1489082613.28,50.057,0.01,0.0,-1.57079,0.87524,-1.03037,1.275871,-2.03443,0.489274,-1.57079,0.21881,0.691824,125304.3,2.777854,125429.4,-1.42736,124581.5,1.2455,816.4617
1489082613.3,50.057,0.01,0.0,-1.10714,0.489274,-0.92729,1.09405,-1.57079,0.65643,0.0,0.21881,0.698061,125246.5,2.784074,125370.1,-1.42121,124537.1,1.257895,817.9362
1489082613.32,50.055,-0.00999,0.0,-2.35618,0.309444,-0.89605,1.401068,-1.89254,0.691938,0.0,0.0,0.704777,125243.9,2.791658,125394.7,-1.41318,124571.5,1.2397,774.5094
1489082613.34,50.054,-0.02999,0.0,-1.57079,0.65643,-0.98278,0.788931,-1.89254,0.691938,0.0,0.0,0.712257,125269.1,2.798802,125436.4,-1.40582,124577.0,1.249046,767.2375
1489082613.36,50.055,-0.02999,0.0,-1.24904,0.691938,-1.03037,1.275871,-2.03443,0.489274,-0.78539,0.309444,0.719827,125232.4,2.806554,125399.4,-1.39795,124576.9,1.266122,763.0059
1489082613.38,50.058,0.01,0.0,-1.10714,0.489274,-1.10714,0.978548,-1.89254,0.691938,0.0,0.21881,0.727329,125213.2,2.813966,125399.2,-1.39055,124546.0,1.270075,757.2716
1489082613.4,50.059,0.02,0.0,-1.57079,0.65643,-0.92729,1.09405,-2.03443,0.489274,-1.57079,0.21881,0.734225,125298.9,2.820419,125421.6,-1.38367,124589.0,1.294128,770.916
1489082613.42,50.059,0.04,0.0,-1.57079,0.65643,-1.03037,1.275871,-2.03443,0.489274,-1.57079,0.21881,0.741536,125278.0,2.827934,125415.6,-1.37647,124580.3,1.288425,772.179
1489082613.44,50.058,0.04,0.0,-1.57079,0.65643,-1.32581,0.902177,-2.03443,0.489274,-1.57079,0.21881,0.748045,125251.4,2.833181,125353.2,-1.3704,124558.7,1.368771,775.6855
1489082613.46,50.058,0.03,0.0,-1.57079,0.65643,-0.64349,1.09405,-1.10714,0.489274,-1.57079,0.21881,0.755435,125226.7,2.840339,125368.3,-1.36322,124575.4,1.392003,772.2197
1489082613.48,50.057,-0.00999,0.0,-1.57079,0.43762,-0.92729,1.09405,-1.81576,0.902177,0.0,0.0,0.762576,125248.4,2.847496,125389.9,-1.35607,124593.0,1.397843,771.4188
1489082613.5,50.057,-0.01999,0.0,-1.24904,0.691938,-0.89605,1.401068,-1.89254,0.691938,0.0,0.21881,0.77025,125226.9,2.855273,125375.8,-1.34832,124573.0,1.397843,771.4188
1489082613.52,50.057,-0.01999,0.0,-2.03443,0.489274,-1.19028,1.178328,-2.35618,0.309444,-1.57079,0.21881,0.777049,125226.6,2.862445,125386.3,-1.34137,124584.3,1.396816,766.9097
1489082613.54,50.057,-0.00999,0.0,-2.35618,0.309444,-1.19028,1.178328,-2.35618,0.309444,-1.57079,0.21881,0.7847,125215.8,2.869743,125375.0,-1.33365,124520.9,1.399648,752.5943
1489082613.56,50.059,0.01,0.0,-1.32581,0.902177,-0.92729,1.09405,-1.81576,0.902177,-1.57079,0.21881,0.793486,125271.7,2.877756,125350.9,-1.32583,124562.6,1.445027,802.8735
1489082613.58,50.061,0.04,0.0,-1.89254,0.691938,-1.03037,1.275871,-2.03443,0.489274,-1.57079,0.21881,0.80129,125270.5,2.88535,125386.6,-1.31879,124605.6,1.465047,824.024
1489082613.6,50.062,0.05,0.0,-1.57079,0.65643,-0.92729,1.09405,-1.57079,0.65643,-1.57079,0.21881,0.807803,125273.1,2.892107,125389.9,-1.31211,124609.8,1.464457,819.472
1489082613.62,50.062,0.05,0.0,-1.24904,0.691938,-0.78539,1.237776,0.0,0.0,0.0,0.21881,0.815221,125274.7,2.899687,125378.1,-1.30455,124597.4,1.465047,824.024
1489082613.64,50.062,0.05,0.0,-1.10714,0.489274,-0.78539,1.237776,-1.57079,0.43762,0.0,0.0,0.82312,125314.7,2.906956,125387.5,-1.29715,124610.4,1.489012,840.5414
1489082613.66,50.06,-0.03999,0.0,-1.57079,0.65643,-0.54041,1.275871,-1.24904,0.691938,3.141593,0.21881,0.830708,125279.6,2.914761,125369.3,-1.28941,124599.6,1.494024,835.6155
1489082613.68,50.057,-0.03999,0.0,-0.46364,0.489274,-0.78539,1.237776,-1.57079,0.43762,0.785398,0.309444,0.836973,125265.8,2.921442,125357.3,-1.28264,124603.1,1.492306,817.3595
1489082613.7,50.057,-0.04999,0.0,-1.57079,0.43762,-0.92729,1.09405,-1.57079,0.21881,0.0,0.0,0.844473,125279.0,2.929564,125405.6,-1.27524,124555.3,1.436025,817.6799
1489082613.72,50.057,-0.04999,0.0,-0.98278,0.788931,-0.64349,1.09405,-1.10714,0.489274,0.0,0.0,0.851956,125276.3,2.937747,125413.6,-1.26728,124573.8,1.423304,809.9031
1489082613.74,50.057,-0.04999,0.0,-1.10714,0.489274,-0.67473,1.401068,-1.57079,0.21881,1.570796,0.21881,0.859349,125302.5,2.944906,125418.2,-1.25993,124595.2,1.441577,817.0774
1489082613.76,50.057,-0.02999,0.0,-1.57079,0.65643,-0.92729,1.09405,-1.57079,0.21881,0.0,0.0,0.866398,125299.7,2.952179,125407.8,-1.25265,124601.6,1.446441,811.9576
1489082613.78,50.057,0.0,0.0,-1.10714,0.489274,-0.54041,1.275871,-1.24904,0.691938,3.141593,0.21881,0.873719,125286.6,2.959493,125431.1,-1.24536,124614.7,1.456356,801.7765
1489082613.8,50.057,0.0,0.0,-1.10714,0.489274,-0.32174,0.691938,-1.24904,0.691938,0.0,0.0,0.88155,125292.8,2.967339,125393.4,-1.23718,124590.8,1.462032,801.2667
1489082613.82,50.058,0.01,0.0,-1.57079,0.65643,-0.92729,1.09405,-1.57079,0.21881,0.0,0.0,0.887528,125253.4,2.973101,125379.9,-1.23152,124556.2,1.473404,800.3246
1489082613.84,50.058,0.01,0.0,-1.57079,0.43762,-0.54041,1.275871,-1.24904,0.691938,3.141593,0.21881,0.895353,125221.0,2.981103,125357.2,-1.22358,124535.5,1.473404,800.3246
1489082613.86,50.057,0.0,0.0,-1.10714,0.489274,-0.78539,0.618888,-1.57079,0.43762,0.0,0.0,0.901929,125256.0,2.987927,125374.7,-1.21683,124569.9,1.473957,804.8808
1489082613.88,50.057,0.0,0.0,-1.57079,0.43762,-0.92729,1.09405,-1.57079,0.21881,0.0,0.0,0.909715,125253.4,2.995512,125356.1,-1.20915,124546.4,1.485291,804.0472
1489082613.9,50.057,0.0,0.0,-1.57079,0.43762,-0.92729,1.09405,-1.57079,0.21881,0.0,0.0,0.916489,125228.5,3.002262,125354.8,-1.20238,124535.1,1.496222,798.752
1489082613.92,50.057,-0.00999,0.0,-1.57079,0.43762,-0.92729,1.09405,-1.57079,0.21881,0.0,0.0,0.924496,125276.7,3.010378,125396.5,-1.19454,124562.8,1.491418,808.2325
1489082613.94,50.058,0.0,0.0,-1.10714,0.489274,-0.78539,1.237776,-1.57079,0.43762,0.0,0.0,0.931352,125262.6,3.017174,125383.8,-1.18779,124568.0,1.508729,811.8285
1489082613.96,50.058,0.01,0.0,-1.57079,0.43762,-0.78539,0.928332,-0.78539,0.309444,0.0,0.0,0.93959,125258.2,3.025177,125368.5,-1.17977,124555.0,1.526133,820.2388
1489082613.98,50.058,0.01,0.0,-0.78539,0.618888,-0.67473,1.401068,-1.57079,0.65643,1.570796,0.21881,0.946294,125253.9,3.032173,125384.2,-1.17297,124570.1,1.525883,815.6656
1489082614.0,50.058,0.01,0.0,-1.57079,0.65643,-0.98278,0.788931,-1.57079,0.43762,0.0,0.0,0.953835,125276.3,3.039127,125402.0,-1.16562,124591.1,1.553944,814.9588
1489082614.02,50.058,0.01,0.0,-0.78539,0.309444,-0.78539,1.237776,-1.57079,0.43762,1.570796,0.21881,0.961468,125275.2,3.046999,125382.6,-1.15774,124572.4,1.548328,815.0488
1489082614.04,50.058,0.0,0.0,-0.46364,0.489274,-0.92729,1.09405,-1.57079,0.21881,0.0,0.21881,0.968714,125259.1,3.053875,125359.0,-1.15129,124497.3,1.543629,842.6206
1489082614.06,50.058,0.0,0.0,-1.57079,0.65643,-0.64349,1.09405,-1.10714,0.489274,0.0,0.0,0.976133,125240.6,3.0619,125357.2,-1.14322,124573.8,1.56521,819.4336
1489082614.08,50.058,0.0,0.0,-1.24904,0.691938,-0.78539,0.928332,-1.57079,0.65643,0.0,0.0,0.983159,125261.9,3.068724,125379.1,-1.13628,124568.1,1.570796,819.4208
1489082614.1,50.058,0.0,0.0,-1.24904,0.691938,-0.64349,1.09405,-1.10714,0.489274,0.0,0.0,0.990771,125251.9,3.076516,125371.3,-1.12804,124579.3,1.58229,796.5846
1489082614.12,50.058,0.0,0.0,-1.10714,0.489274,-0.54041,1.275871,-1.57079,0.65643,3.141593,0.21881,0.998157,125289.4,3.083373,125405.3,-1.12114,124595.0,1.604682,810.7307
1489082614.14,50.058,0.0,0.0,-1.57079,0.87524,-0.92729,1.09405,-1.57079,0.21881,0.0,0.0,1.00548,125262.4,3.090861,125390.8,-1.1137,124573.2,1.604874,806.1556
1489082614.16,50.059,0.01,0.0,-1.10714,0.489274,-0.92729,1.09405,-1.57079,0.21881,0.0,0.21881,1.011961,125211.0,3.097461,125346.9,-1.10742,124541.9,1.610102,815.4729
1489082614.18,50.059,0.01,0.0,-1.10714,0.489274,-0.78539,0.928332,-1.57079,0.65643,0.0,0.0,1.019395,125183.2,3.104958,125359.4,-1.09976,124551.4,1.622773,793.0252
1489082614.2,50.059,0.01,0.0,-1.57079,0.65643,-0.92729,1.09405,-1.57079,0.21881,0.0,0.0,1.027714,125309.6,3.113414,125430.3,-1.09117,124623.3,1.610775,801.7504
1489082614.22,50.059,0.01,0.0,-1.57079,0.65643,-0.78539,1.237776,0.0,0.0,0.0,0.0,1.034833,125266.4,3.121042,125420.8,-1.08356,124599.0,1.60587,783.2804
1489082614.24,50.058,0.0,0.0,-1.10714,0.489274,-0.92729,1.09405,-1.57079,0.21881,0.0,0.21881,1.042204,125264.5,3.128087,125414.9,-1.07659,124595.9,1.617274,788.2277
1489082614.26,50.058,-0.00999,0.0,-1.57079,0.65643,-0.92729,1.09405,-1.57079,0.21881,0.0,0.0,1.049715,125254.1,3.13586,125382.6,-1.06845,124579.8,1.624001,774.7394
1489082614.28,50.058,-0.00999,0.0,-1.57079,0.43762,-0.64349,1.09405,-1.57079,0.43762,0.0,0.0,1.056693,125309.4,-3.14027,125417.3,-1.06176,124606.7,1.616741,797.3734
1489082614.3,50.058,-0.00999,0.0,-1.32581,0.902177,-0.64349,1.09405,-1.57079,0.43762,0.0,0.0,1.064443,125301.0,-3.13279,125426.6,-1.05439,124571.8,1.62218,802.1685
1489082614.32,50.057,-0.01999,0.0,-1.57079,0.65643,-0.19739,1.115716,-0.98278,0.788931,0.0,0.0,1.070554,125229.6,-3.12541,125410.7,-1.0469,124589.8,1.595182,750.9776
1489082614.34,50.057,0.01,0.0,-1.24904,0.691938,-0.46364,0.978548,-1.10714,0.489274,0.0,0.0,1.07768,125204.3,-3.11865,125376.9,-1.03989,124520.3,1.607365,751.2566
1489082614.36,50.059,0.01,0.0,-1.57079,0.43762,-0.92729,1.09405,-1.57079,0.21881,0.0,0.0,1.085603,125246.5,-3.11102,125393.3,-1.03221,124522.7,1.61294,760.5852
1489082614.38,50.059,0.01,0.0,-0.98278,0.788931,-0.3805,1.178328,-1.24904,0.691938,1.570796,0.21881,1.092957,125219.8,-3.10364,125393.0,-1.02488,124522.8,1.62496,761.0259
1489082614.4,50.059,0.01,0.0,-0.98278,0.788931,-0.64349,1.09405,-1.57079,0.43762,0.0,0.21881,1.100414,125234.6,-3.0959,125401.5,-1.01717,124552.2,1.631328,756.718
1489082614.42,50.059,0.02,0.0,-1.57079,0.65643,-0.67473,1.401068,-1.10714,0.489274,0.0,0.0,1.108129,125270.7,-3.08875,125427.4,-1.00999,124553.8,1.648484,766.8004
1489082614.44,50.059,0.0,0.0,-1.10714,0.489274,-0.3805,1.178328,-1.24904,0.691938,3.141593,0.21881,1.115569,125213.7,-3.08213,125350.2,-1.0026,124546.2,1.721168,763.9529
1489082614.46,50.059,0.0,0.0,-1.57079,0.43762,-0.98278,0.788931,-1.57079,0.43762,0.0,0.0,1.123446,125244.3,-3.07453,125364.7,-0.99504,124580.6,1.741731,780.4393
