Time UTC,"('Freq',)","('dFdt',)","('STAT',)","('I', 'IA:Ambridge Farm', 'Ang')","('I', 'IA:Ambridge Farm', 'Mag')","('I', 'IB:Ambridge Farm', 'Ang')","('I', 'IB:Ambridge Farm', 'Mag')","('I', 'IC:Ambridge Farm', 'Ang')","('I', 'IC:Ambridge Farm', 'Mag')","('I', 'IPPS:Ambridge Fa', 'Ang')","('I', 'IPPS:Ambridge Fa', 'Mag')","('V', 'VA:Ambridge Farm', 'Ang')","('V', 'VA:Ambridge Farm', 'Mag')","('V', 'VB:Ambridge Farm', 'Ang')","('V', 'VB:Ambridge Farm', 'Mag')","('V', 'VC:Ambridge Farm', 'Ang')","('V', 'VC:Ambridge Farm', 'Mag')","('V', 'VPPS:Ambridge Fa', 'Ang')","('V', 'VPPS:Ambridge Fa', 'Mag')"
1489082618.54,50.059,0.02,0.0,0.0,0.21881,1.107149,0.978548,0.0,0.21881,3.141593,0.21881,2.66316,125315.1,-1.53558,125375.8,0.543903,124617.5,-2.97275,817.3082
1489082618.56,50.061,0.03,0.0,0.785398,0.309444,1.325818,0.902177,0.785398,0.309444,3.141593,0.21881,2.670608,125278.1,-1.52787,125381.5,0.551022,124622.1,-2.9682,822.5986
1489082618.58,50.062,0.04,0.0,0.463648,0.489274,0.785398,0.618888,0.0,0.21881,3.141593,0.21881,2.678386,125289.1,-1.52027,125384.8,0.558494,124622.9,-2.95827,828.7281
1489082618.6,50.062,0.05,0.0,0.463648,0.489274,1.570796,0.87524,0.0,0.21881,3.141593,0.21881,2.685133,125314.9,-1.51351,125389.3,0.56556,124642.0,-2.94636,825.9545
1489082618.62,50.061,0.03,0.0,0.785398,0.618888,1.249046,0.691938,0.0,0.43762,3.141593,0.21881,2.693136,125336.3,-1.50609,125404.8,0.573006,124627.1,-2.92821,843.1179
1489082618.64,50.059,0.0,0.0,0.0,0.43762,1.19029,1.178328,0.0,0.21881,3.141593,0.21881,2.700115,125319.9,-1.4986,125414.2,0.580231,124644.8,-2.93775,836.7432
1489082618.66,50.058,-0.02999,0.0,0.0,0.43762,1.325818,0.902177,0.785398,0.309444,3.141593,0.21881,2.707521,125305.0,-1.49123,125392.7,0.58787,124648.7,-2.91396,831.7192
1489082618.68,50.058,-0.03999,0.0,0.463648,0.489274,1.373401,1.115716,1.570796,0.21881,3.141593,0.21881,2.71556,125371.6,-1.48353,125436.6,0.595635,124604.0,-2.93126,833.2044
1489082618.7,50.059,-0.02999,0.0,1.107149,0.489274,1.249046,1.383876,0.0,0.43762,3.141593,0.43762,2.722723,125314.4,-1.47462,125438.2,0.603489,124624.2,-2.98556,824.8628
1489082618.72,50.059,-0.01999,0.0,0.321751,0.691938,1.19029,1.178328,0.0,0.21881,3.141593,0.21881,2.729674,125315.5,-1.46783,125435.9,0.610443,124596.2,-2.98469,820.341
1489082618.74,50.058,-0.00999,0.0,0.0,0.21881,1.249046,1.383876,0.0,0.0,3.141593,0.43762,2.737089,125342.4,-1.46055,125460.0,0.617798,124615.1,-2.96723,818.0899
1489082618.76,50.058,0.0,0.0,0.463648,0.489274,0.785398,0.618888,0.0,0.21881,3.141593,0.21881,2.744773,125327.3,-1.4527,125471.5,0.625374,124610.0,-2.9682,822.5986
1489082618.78,50.058,0.0,0.0,0.463648,0.489274,1.570796,0.87524,0.321751,0.691938,0.0,0.0,2.75187,125344.8,-1.44539,125436.2,0.632662,124591.3,-2.97553,830.8495
1489082618.8,50.058,-0.00999,0.0,0.321751,0.691938,1.107149,0.978548,0.0,0.0,3.141593,0.21881,2.759045,125320.2,-1.43818,125442.6,0.639724,124586.7,-2.97461,826.335
1489082618.82,50.058,-0.00999,0.0,0.588003,0.788931,1.405648,1.330969,0.463648,0.489274,3.141593,0.21881,2.765922,125331.6,-1.43133,125440.2,0.646609,124594.7,-2.96371,827.9059
1489082618.84,50.057,-0.00999,0.0,0.785398,0.618888,1.249046,0.691938,1.570796,0.21881,3.141593,0.21881,2.773598,125354.4,-1.42371,125448.6,0.654213,124619.5,-2.94849,834.9381
1489082618.86,50.057,-0.00999,0.0,0.785398,0.309444,1.19029,1.178328,0.0,0.21881,3.141593,0.21881,2.780257,125320.0,-1.41698,125442.2,0.660927,124577.3,-2.9518,825.0788
1489082618.88,50.057,-0.00999,0.0,0.463648,0.489274,1.19029,1.178328,0.0,0.21881,3.141593,0.21881,2.787819,125332.4,-1.40948,125466.7,0.66832,124589.4,-2.94743,830.4458
1489082618.9,50.057,-0.00999,0.0,0.0,0.21881,1.325818,0.902177,0.785398,0.309444,3.141593,0.21881,2.79446,125315.8,-1.40228,125449.9,0.675435,124621.9,-2.9387,817.8849
1489082618.92,50.057,-0.00999,0.0,0.321751,0.691938,1.570796,0.65643,0.0,0.21881,0.0,0.0,2.802853,125348.5,-1.39447,125453.3,0.683587,124624.6,-2.91271,827.2602
1489082618.94,50.058,0.01,0.0,1.570796,0.43762,1.325818,0.902177,0.785398,0.309444,3.141593,0.43762,2.809631,125323.9,-1.38747,125436.0,0.690571,124610.3,-2.91145,822.8024
1489082618.96,50.059,0.02,0.0,0.321751,0.691938,1.325818,0.902177,0.785398,0.309444,3.141593,0.21881,2.817139,125332.3,-1.37991,125447.8,0.697998,124600.5,-2.91687,821.7703
1489082618.98,50.059,0.02,0.0,0.0,0.0,1.373401,1.115716,0.0,0.21881,3.141593,0.43762,2.824254,125330.2,-1.37274,125452.4,0.704887,124570.5,-2.92471,829.7011
1489082619.0,50.059,0.02,0.0,0.785398,0.309444,1.405648,1.330969,0.0,0.0,3.141593,0.43762,2.831819,125345.2,-1.36526,125457.4,0.712551,124617.3,-2.90196,829.3853
1489082619.02,50.059,0.02,0.0,0.463648,0.489274,1.570796,0.43762,0.0,0.21881,1.570796,0.21881,2.838876,125348.8,-1.35834,125468.3,0.719359,124590.7,-2.89793,834.9255
1489082619.04,50.057,-0.00999,0.0,0.785398,0.618888,1.570796,0.65643,0.463648,0.489274,0.0,0.0,2.846365,125332.5,-1.3507,125435.2,0.727295,124639.5,-2.87242,826.2843
1489082619.06,50.057,-0.01999,0.0,0.463648,0.489274,1.373401,1.115716,0.0,0.21881,3.141593,0.21881,2.853435,125338.9,-1.34388,125470.2,0.734358,124610.9,-2.87335,811.8285
1489082619.08,50.057,-0.01999,0.0,0.463648,0.489274,1.570796,0.87524,0.321751,0.691938,0.0,0.0,2.861081,125354.5,-1.33596,125463.9,0.742058,124617.4,-2.87631,820.6602
1489082619.1,50.056,-0.02999,0.0,0.785398,0.618888,1.570796,1.09405,0.785398,0.618888,-2.35618,0.309444,2.867954,125337.9,-1.32905,125462.5,0.748603,124597.7,-2.86857,831.9208
1489082619.12,50.056,-0.02999,0.0,0.0,0.0,1.405648,1.330969,0.463648,0.489274,-2.35618,0.309444,2.874732,125335.3,-1.32201,125461.7,0.755548,124617.4,-2.86857,831.9208
1489082619.14,50.055,-0.01999,0.0,0.785398,0.618888,1.373401,1.115716,0.0,0.21881,3.141593,0.21881,2.882176,125349.5,-1.31499,125457.0,0.763032,124619.0,-2.84799,822.5732
1489082619.16,50.055,-0.01999,0.0,0.785398,0.309444,1.373401,1.115716,0.0,0.21881,3.141593,0.21881,2.88944,125357.4,-1.30756,125477.2,0.770489,124624.3,-2.84474,813.8137
1489082619.18,50.056,-0.00999,0.0,0.463648,0.489274,1.325818,0.902177,1.570796,0.21881,3.141593,0.21881,2.89719,125352.0,-1.29994,125468.3,0.778178,124633.2,-2.82868,817.9362
1489082619.2,50.056,0.0,0.0,0.463648,0.489274,1.570796,0.87524,0.0,0.21881,3.141593,0.21881,2.903515,125336.1,-1.29339,125456.7,0.784567,124617.0,-2.83402,816.5387
1489082619.22,50.056,0.0,0.0,0.463648,0.489274,1.405648,1.330969,0.0,0.0,3.141593,0.21881,2.911056,125312.9,-1.28608,125431.0,0.792048,124613.2,-2.8057,819.4336
1489082619.24,50.057,0.02,0.0,0.785398,0.618888,1.373401,1.115716,0.0,0.21881,3.141593,0.21881,2.917723,125349.9,-1.27932,125467.6,0.798881,124605.6,-2.81983,810.6661
1489082619.26,50.057,0.02,0.0,0.785398,0.309444,1.570796,1.31286,0.0,0.0,3.141593,0.43762,2.925107,125335.1,-1.27201,125473.5,0.806285,124611.8,-2.80009,806.4804
1489082619.28,50.056,0.0,0.0,0.463648,0.489274,1.373401,1.115716,0.0,0.0,3.141593,0.21881,2.930946,125274.8,-1.26535,125455.7,0.813352,124613.8,-2.82174,757.1056
1489082619.3,50.054,-0.01999,0.0,0.463648,0.489274,1.768192,1.115716,0.785398,0.618888,-2.35618,0.309444,2.9383,125296.5,-1.25819,125468.9,0.820915,124614.6,-2.81012,745.5584
1489082619.32,50.054,-0.01999,0.0,0.463648,0.489274,1.249046,0.691938,0.785398,0.309444,3.141593,0.21881,2.94553,125295.3,-1.25081,125468.1,0.827994,124590.8,-2.81983,752.7613
1489082619.34,50.054,-0.02999,0.0,0.785398,0.618888,1.768192,1.115716,2.034444,0.489274,3.141593,0.21881,2.952322,125306.5,-1.24417,125472.3,0.834639,124622.3,-2.79896,763.0608
1489082619.36,50.054,-0.02999,0.0,0.785398,0.618888,1.768192,1.115716,0.785398,0.618888,-2.35618,0.309444,2.959625,125293.1,-1.23668,125470.3,0.84214,124600.6,-2.80263,757.2163
1489082619.38,50.054,-0.01999,0.0,0.463648,0.489274,1.570796,0.87524,0.463648,0.489274,0.0,0.0,2.966569,125294.2,-1.2297,125437.8,0.849149,124585.2,-2.79694,758.7507
1489082619.4,50.054,0.0,0.0,0.0,0.0,1.570796,0.87524,0.463648,0.489274,-2.35618,0.309444,2.973332,125277.5,-1.22311,125423.2,0.85588,124563.7,-2.78352,757.6036
1489082619.42,50.055,0.01,0.0,1.107149,0.489274,1.325818,0.902177,0.0,0.0,2.677945,0.489274,2.980404,125246.2,-1.2159,125418.1,0.862816,124556.3,-2.77787,759.2201
1489082619.44,50.055,0.01,0.0,0.785398,0.309444,1.249046,0.691938,0.785398,0.309444,3.141593,0.21881,2.987357,125242.2,-1.21008,125373.4,0.86915,124558.3,-2.7125,770.2226
1489082619.46,50.055,0.01,0.0,0.982794,0.788931,1.570796,0.87524,0.785398,0.309444,3.141593,0.21881,2.995065,125257.9,-1.20239,125388.6,0.876947,124598.2,-2.69385,771.9076
1489082619.48,50.055,0.01,0.0,0.785398,0.309444,1.712693,1.54722,0.785398,0.309444,3.141593,0.43762,3.00276,125272.1,-1.19517,125398.0,0.884304,124601.2,-2.66478,778.0189
1489082619.5,50.056,0.02,0.0,0.785398,0.309444,1.570796,1.09405,0.785398,0.309444,3.141593,0.21881,3.009251,125272.0,-1.18843,125404.3,0.891425,124611.1,-2.66442,757.5483
1489082619.52,50.057,0.02,0.0,0.785398,0.309444,1.570796,1.31286,0.463648,0.489274,-2.35618,0.309444,3.016685,125262.4,-1.18105,125414.5,0.898465,124600.1,-2.66185,763.7197
1489082619.54,50.057,0.02,0.0,1.570796,0.43762,1.892547,0.691938,0.463648,0.489274,3.141593,0.21881,3.023948,125312.9,-1.17423,125393.1,0.905172,124616.3,-2.63448,801.2275
1489082619.56,50.058,0.03,0.0,0.463648,0.489274,1.249046,0.691938,0.785398,0.309444,3.141593,0.21881,3.031581,125295.7,-1.1667,125394.8,0.912169,124633.1,-2.62313,822.1782
1489082619.58,50.058,0.03,0.0,0.463648,0.489274,1.325818,0.902177,0.0,0.0,3.141593,0.21881,3.038492,125299.7,-1.16002,125372.2,0.919007,124607.5,-2.60874,829.0694
1489082619.6,50.057,0.01,0.0,1.570796,0.43762,1.570796,0.87524,0.463648,0.489274,3.141593,0.21881,3.045588,125312.1,-1.15284,125418.0,0.926362,124642.7,-2.60213,810.9891
1489082619.62,50.057,0.0,0.0,1.107149,0.489274,1.325818,0.902177,0.0,0.0,2.677945,0.489274,3.05254,125286.5,-1.14584,125405.5,0.933166,124615.5,-2.59437,809.4372
1489082619.64,50.056,-0.00999,0.0,1.107149,0.489274,1.768192,1.115716,1.570796,0.21881,3.141593,0.21881,3.060487,125325.6,-1.13819,125421.2,0.940607,124632.6,-2.58415,830.736
1489082619.66,50.056,-0.01999,0.0,1.325818,0.902177,1.815775,0.902177,1.570796,0.43762,3.141593,0.21881,3.06744,125312.9,-1.13124,125413.5,0.947801,124622.1,-2.57827,822.9807
1489082619.68,50.055,-0.02999,0.0,1.107149,0.489274,1.815775,0.902177,1.570796,0.43762,3.141593,0.21881,3.074777,125335.2,-1.12388,125456.1,0.955111,124630.4,-2.58001,816.667
1489082619.7,50.056,-0.00999,0.0,1.570796,0.43762,1.570796,0.43762,0.785398,0.309444,3.141593,0.21881,3.081526,125290.6,-1.11553,125434.8,0.962466,124613.5,-2.63503,811.4541
1489082619.72,50.056,-0.00999,0.0,1.107149,0.489274,1.570796,1.09405,0.785398,0.309444,3.141593,0.21881,3.08867,125308.8,-1.10871,125428.5,0.969864,124610.8,-2.62173,801.7373
1489082619.74,50.055,-0.00999,0.0,1.570796,0.43762,1.570796,1.09405,0.785398,0.309444,2.677945,0.489274,3.094781,125316.4,-1.10247,125442.0,0.976192,124622.2,-2.61102,796.1109
1489082619.76,50.054,-0.01999,0.0,1.107149,0.489274,1.815775,0.902177,1.570796,0.43762,3.141593,0.21881,3.101465,125293.7,-1.09565,125426.4,0.982936,124609.3,-2.616,793.8043
1489082619.78,50.053,-0.01999,0.0,0.0,0.0,1.951303,1.178328,0.463648,0.489274,-2.35618,0.309444,3.10851,125252.2,-1.08849,125407.1,0.99002,124574.5,-2.61309,789.8478
1489082619.8,50.053,-0.02999,0.0,1.570796,0.21881,1.570796,0.43762,0.785398,0.309444,3.141593,0.21881,3.115622,125340.4,-1.0816,125454.9,0.997353,124618.7,-2.61015,785.8979
1489082619.82,50.053,-0.02999,0.0,1.570796,0.43762,2.158799,0.788931,0.982794,0.788931,0.0,0.0,3.122815,125315.7,-1.07406,125464.2,1.004597,124627.5,-2.60719,781.9549
1489082619.84,50.053,-0.01999,0.0,1.570796,0.43762,1.815775,0.902177,1.570796,0.43762,3.141593,0.21881,3.129463,125302.8,-1.06727,125433.8,1.011231,124625.4,-2.60017,790.577
1489082619.86,50.054,0.0,0.0,0.785398,0.309444,1.570796,1.09405,0.785398,0.309444,3.141593,0.21881,3.136953,125313.2,-1.05991,125449.5,1.018665,124615.8,-2.58916,785.1376
1489082619.88,50.055,0.02,0.0,1.570796,0.43762,2.034444,0.978548,1.570796,0.43762,3.141593,0.21881,-3.13899,125303.1,-1.0528,125443.6,1.02557,124610.3,-2.58056,800.1675
1489082619.9,50.056,0.03,0.0,0.0,0.0,1.570796,1.09405,0.785398,0.309444,3.141593,0.43762,-3.13216,125312.9,-1.04595,125446.1,1.032525,124612.3,-2.5775,796.2952
1489082619.92,50.056,0.03,0.0,1.570796,0.43762,1.570796,1.09405,0.785398,0.309444,3.141593,0.21881,-3.12518,125292.1,-1.0387,125441.5,1.039771,124609.6,-2.58113,783.6682
1489082619.94,50.056,0.03,0.0,1.570796,0.43762,1.570796,1.09405,0.785398,0.309444,2.677945,0.489274,-3.11795,125319.4,-1.0317,125441.2,1.04709,124629.4,-2.56006,783.3874
1489082619.96,50.056,0.02,0.0,1.107149,0.489274,1.815775,0.902177,1.570796,0.43762,3.141593,0.21881,-3.11045,125294.8,-1.02425,125459.9,1.054448,124600.2,-2.56175,777.0486
1489082619.98,50.056,0.01,0.0,1.570796,0.43762,1.570796,1.09405,0.785398,0.309444,2.677945,0.489274,-3.1042,125317.0,-1.01798,125464.0,1.060716,124643.4,-2.54382,780.8688
1489082620.0,50.055,-0.00999,0.0,1.570796,0.43762,1.570796,1.09405,0.785398,0.309444,3.141593,0.21881,-3.09675,125318.8,-1.01024,125464.1,1.068354,124623.3,-2.5552,785.9113
1489082620.02,50.056,0.0,0.0,0.785398,0.309444,1.768192,1.115716,0.785398,0.309444,3.141593,0.21881,-3.09023,125307.7,-1.00406,125461.7,1.074499,124612.4,-2.5342,786.0579
1489082620.04,50.056,0.0,0.0,0.0,0.0,1.768192,1.115716,0.785398,0.309444,-2.67794,0.489274,-3.08255,125315.0,-0.99642,125451.3,1.081991,124599.7,-2.53133,798.8045
1489082620.06,50.055,-0.00999,0.0,1.107149,0.489274,1.570796,0.87524,0.0,0.0,2.677945,0.489274,-3.07596,125302.4,-0.98972,125452.8,1.088766,124630.5,-2.51662,790.2589
1489082620.08,50.055,-0.00999,0.0,1.570796,0.65643,1.570796,1.31286,3.141593,0.21881,2.677945,0.489274,-3.06944,125312.8,-0.9832,125477.8,1.095354,124632.4,-2.51451,780.1573
1489082620.1,50.055,0.0,0.0,2.356194,0.309444,1.815775,0.902177,0.785398,0.618888,-2.67794,0.489274,-3.06245,125319.5,-0.97591,125446.4,1.102714,124637.3,-2.51794,783.8688
1489082620.12,50.055,-0.00999,0.0,1.570796,0.65643,1.768192,1.115716,0.785398,0.309444,2.677945,0.489274,-3.05494,125319.6,-0.969,125466.8,1.109646,124593.4,-2.50386,791.9674
1489082620.14,50.055,-0.00999,0.0,1.570796,0.43762,1.892547,1.383876,0.785398,0.618888,-2.67794,0.489274,-3.04804,125310.4,-0.9619,125465.8,1.116626,124639.6,-2.48411,786.5376
1489082620.16,50.056,0.01,0.0,0.785398,0.309444,1.768192,1.115716,0.785398,0.309444,3.141593,0.21881,-3.04129,125323.6,-0.95502,125472.8,1.123903,124643.3,-2.48262,770.0729
1489082620.18,50.056,0.01,0.0,1.107149,0.489274,1.768192,1.115716,0.785398,0.309444,3.141593,0.21881,-3.03438,125317.1,-0.94822,125474.0,1.130805,124630.0,-2.47428,769.2833
1489082620.2,50.056,0.01,0.0,1.325818,0.902177,1.768192,1.115716,0.785398,0.309444,2.677945,0.489274,-3.02715,125330.4,-0.94092,125464.5,1.13794,124619.4,-2.47693,779.3107
1489082620.22,50.056,0.01,0.0,1.107149,0.489274,1.570796,0.87524,0.0,0.0,2.677945,0.489274,-3.01986,125314.4,-0.93361,125484.7,1.145151,124635.9,-2.46591,768.5475
1489082620.24,50.055,0.0,0.0,2.356194,0.618888,1.768192,1.115716,0.785398,0.309444,3.141593,0.65643,-3.01327,125316.7,-0.92702,125478.5,1.151789,124645.6,-2.45212,777.2104
1489082620.26,50.055,-0.00999,0.0,2.356194,0.309444,1.768192,1.115716,0.785398,0.309444,-2.67794,0.489274,-3.00709,125262.0,-0.92016,125469.8,1.158703,124625.6,-2.46973,742.8128
1489082620.28,50.054,-0.01999,0.0,0.785398,0.309444,1.768192,1.115716,0.785398,0.309444,3.141593,0.21881,-3.00112,125236.0,-0.91375,125451.6,1.165321,124582.7,-2.50063,719.6278
1489082620.3,50.053,-0.02999,0.0,0.0,0.0,1.815775,0.902177,1.107149,0.489274,-2.35618,0.309444,-2.99485,125243.2,-0.9076,125436.0,1.171739,124555.9,-2.50063,719.6278
1489082620.32,50.053,-0.02999,0.0,2.034444,0.489274,1.570796,1.31286,1.570796,0.43762,3.141593,0.65643,-2.98709,125274.9,-0.90019,125498.0,1.179154,124582.2,-2.47775,720.6899
1489082620.34,50.053,-0.01999,0.0,1.107149,0.489274,1.815775,0.902177,2.356194,0.309444,3.141593,0.21881,-2.98003,125249.1,-0.8928,125453.3,1.186175,124580.6,-2.47561,733.5439
1489082620.36,50.054,-0.00999,0.0,1.570796,0.65643,1.815775,0.902177,1.107149,0.489274,3.141593,0.21881,-2.97243,125277.9,-0.88547,125474.7,1.193858,124606.7,-2.45008,725.0384
1489082620.38,50.056,0.02,0.0,1.107149,0.489274,1.815775,0.902177,1.107149,0.489274,3.141593,0.21881,-2.96595,125256.6,-0.87902,125470.8,1.200343,124560.3,-2.45988,719.2345
1489082620.4,50.056,0.03,0.0,1.570796,0.43762,2.034444,0.489274,0.785398,0.309444,3.141593,0.21881,-2.95963,125255.4,-0.87252,125465.2,1.206616,124602.9,-2.44118,724.4601
1489082620.42,50.056,0.03,0.0,1.570796,0.43762,1.768192,1.115716,0.785398,0.309444,3.141593,0.21881,-2.95237,125244.6,-0.86532,125425.3,1.21403,124548.3,-2.44118,724.4601
1489082620.44,50.056,0.03,0.0,0.785398,0.309444,1.768192,1.115716,0.785398,0.309444,3.141593,0.21881,-2.94553,125257.6,-0.85993,125402.2,1.220045,124608.3,-2.3432,747.8036
1489082620.46,50.056,0.02,0.0,1.570796,0.43762,1.815775,0.902177,1.107149,0.489274,3.141593,0.21881,-2.93783,125243.0,-0.85238,125429.2,1.227716,124613.2,-2.3208,732.0139
1489082620.48,50.056,0.0,0.0,1.570796,0.65643,2.034444,0.978548,1.570796,0.43762,3.141593,0.21881,-2.93159,125262.1,-0.84612,125430.9,1.233849,124605.1,-2.32987,738.2852
1489082620.5,50.056,0.0,0.0,2.034444,0.489274,1.815775,0.902177,0.0,0.0,2.677945,0.489274,-2.92435,125229.2,-0.83874,125416.9,1.241099,124597.5,-2.32111,738.4838
1489082620.52,50.056,0.0,0.0,1.107149,0.489274,1.892547,1.383876,1.107149,0.489274,-2.35618,0.309444,-2.91755,125241.8,-0.832,125403.8,1.247675,124605.3,-2.30901,755.0546
1489082620.54,50.056,0.0,0.0,1.570796,0.43762,1.951303,1.178328,0.0,0.0,2.677945,0.489274,-2.90938,125286.7,-0.82479,125394.1,1.255052,124614.7,-2.26552,786.5776
1489082620.56,50.057,0.0,0.0,1.107149,0.489274,2.034444,1.467822,0.785398,0.309444,-2.67794,0.489274,-2.90262,125249.9,-0.8179,125372.7,1.261743,124619.6,-2.24916,787.8554
1489082620.58,50.056,0.0,0.0,0.0,0.0,1.815775,0.902177,0.0,0.0,3.141593,0.21881,-2.89511,125256.6,-0.81049,125375.0,1.269159,124597.1,-2.24916,787.8554
1489082620.6,50.056,0.0,0.0,1.570796,0.65643,2.356194,1.237776,2.677945,0.489274,3.141593,0.21881,-2.88859,125280.5,-0.80403,125370.3,1.275687,124610.3,-2.2374,792.1659
1489082620.62,50.056,0.0,0.0,1.107149,0.489274,1.951303,1.178328,0.785398,0.309444,3.141593,0.21881,-2.8819,125258.9,-0.79708,125386.2,1.282228,124618.8,-2.2374,792.1659
1489082620.64,50.055,-0.00999,0.0,2.677945,0.489274,2.034444,1.467822,1.107149,0.489274,-2.67794,0.489274,-2.87483,125279.5,-0.79009,125395.2,1.289494,124615.9,-2.23285,789.3435
1489082620.66,50.055,-0.01999,0.0,1.570796,0.43762,1.892547,0.691938,0.785398,0.309444,3.141593,0.21881,-2.86824,125265.8,-0.78322,125400.6,1.296376,124652.1,-2.22253,777.3318
1489082620.68,50.055,-0.00999,0.0,1.570796,0.65643,2.034444,1.467822,1.107149,0.489274,-2.67794,0.489274,-2.86087,125299.8,-0.77615,125418.6,1.303471,124568.1,-2.25282,784.2964
1489082620.7,50.054,-0.01999,0.0,1.570796,0.43762,1.815775,0.902177,0.0,0.0,2.677945,0.489274,-2.85462,125280.3,-0.76828,125441.3,1.310274,124652.0,-2.28576,782.0487
1489082620.72,50.053,-0.02999,0.0,2.158799,0.788931,1.951303,1.178328,0.785398,0.309444,2.677945,0.489274,-2.8467,125285.9,-0.76044,125462.0,1.318379,124623.7,-2.28849,765.6791
1489082620.74,50.054,-0.00999,0.0,0.982794,0.788931,2.111216,1.275871,1.107149,0.489274,0.0,0.0,-2.84019,125282.6,-0.75411,125448.7,1.324784,124623.7,-2.26781,770.1681
1489082620.76,50.056,0.01,0.0,2.034444,0.489274,2.034444,0.978548,1.570796,0.43762,3.141593,0.21881,-2.83274,125288.7,-0.74634,125453.9,1.3325,124622.0,-2.28006,766.1442
1489082620.78,50.055,0.0,0.0,1.107149,0.489274,1.815775,0.902177,0.0,0.0,3.141593,0.21881,-2.82637,125305.6,-0.74022,125463.5,1.338753,124632.9,-2.25944,770.7665
1489082620.8,50.055,0.01,0.0,1.570796,0.43762,2.111216,1.275871,1.107149,0.489274,-2.67794,0.489274,-2.81921,125302.9,-0.73291,125453.3,1.345983,124606.8,-2.27235,773.1147
1489082620.82,50.055,0.02,0.0,1.570796,0.65643,2.034444,0.978548,1.107149,0.489274,3.141593,0.21881,-2.81292,125288.5,-0.72654,125439.4,1.352111,124622.3,-2.25196,777.8573
1489082620.84,50.054,0.0,0.0,1.892547,0.691938,2.214297,1.09405,1.249046,0.691938,3.141593,0.21881,-2.80558,125276.5,-0.71964,125444.7,1.359092,124614.9,-2.23544,779.3107
1489082620.86,50.054,-0.01999,0.0,1.892547,0.691938,2.034444,0.978548,1.107149,0.489274,3.141593,0.21881,-2.79879,125300.2,-0.71238,125446.4,1.366393,124647.4,-2.2308,776.4956
1489082620.88,50.054,-0.00999,0.0,1.892547,0.691938,2.214297,1.09405,1.570796,0.43762,3.141593,0.21881,-2.79163,125293.4,-0.70555,125453.6,1.373336,124606.6,-2.23443,772.8843
1489082620.9,50.054,-0.00999,0.0,2.034444,0.489274,2.034444,0.978548,1.107149,0.489274,3.141593,0.21881,-2.78496,125303.8,-0.69852,125439.5,1.380425,124615.1,-2.23809,769.2833
1489082620.92,50.054,-0.00999,0.0,1.892547,0.691938,2.034444,0.978548,2.356194,0.309444,3.141593,0.43762,-2.77746,125315.5,-0.69158,125469.7,1.387378,124614.3,-2.20956,775.4829
1489082620.94,50.055,0.01,0.0,2.034444,0.489274,2.034444,0.978548,1.107149,0.489274,3.141593,0.21881,-2.77118,125309.3,-0.68471,125443.1,1.394169,124637.1,-2.2131,771.8126
1489082620.96,50.055,0.01,0.0,3.141593,0.21881,2.034444,0.978548,1.107149,0.489274,-2.67794,0.489274,-2.76355,125330.5,-0.67764,125490.3,1.401197,124623.3,-2.20132,776.4551
1489082620.98,50.055,0.01,0.0,1.570796,0.21881,1.892547,0.691938,1.570796,0.21881,3.141593,0.21881,-2.75736,125276.6,-0.67111,125438.4,1.407683,124599.0,-2.20481,772.7623
1489082621.0,50.054,0.0,0.0,2.034444,0.489274,2.034444,0.978548,0.0,0.0,3.141593,0.43762,-2.75001,125346.3,-0.66389,125477.2,1.414763,124665.7,-2.18767,791.3189
1489082621.02,50.054,0.0,0.0,2.158799,0.788931,2.356194,1.237776,1.570796,0.65643,-2.67794,0.489274,-2.74258,125313.3,-0.65653,125472.7,1.422241,124643.0,-2.17186,777.0891
1489082621.04,50.054,-0.00999,0.0,1.107149,0.489274,2.158799,0.788931,2.356194,0.309444,3.141593,0.21881,-2.73601,125320.2,-0.64977,125451.7,1.428754,124626.0,-2.17962,792.4304
1489082621.06,50.054,-0.00999,0.0,1.570796,0.21881,2.214297,1.09405,2.034444,0.489274,3.141593,0.21881,-2.72869,125299.0,-0.64218,125451.1,1.436298,124606.1,-2.19443,783.8688
1489082621.08,50.054,-0.00999,0.0,2.034444,0.489274,2.111216,1.275871,1.570796,0.21881,3.141593,0.21881,-2.72188,125305.7,-0.63576,125462.1,1.443029,124629.4,-2.15553,779.5661
1489082621.1,50.054,0.0,0.0,0.0,0.0,2.245537,1.401068,1.107149,0.489274,-2.35618,0.309444,-2.71519,125316.7,-0.62905,125447.6,1.449754,124616.9,-2.15231,783.3874
1489082621.12,50.054,0.0,0.0,1.570796,0.65643,1.892547,0.691938,1.570796,0.21881,3.141593,0.21881,-2.70905,125306.8,-0.62265,125488.4,1.45612,124661.2,-2.14716,764.3779
1489082621.14,50.054,0.0,0.0,1.892547,0.691938,2.111216,1.275871,1.570796,0.21881,3.141593,0.43762,-2.70128,125331.4,-0.61491,125471.1,1.464126,124647.0,-2.15217,766.8824
1489082621.16,50.054,0.0,0.0,1.570796,1.09405,2.111216,1.275871,1.570796,0.21881,3.141593,0.21881,-2.69486,125333.7,-0.60855,125470.0,1.470448,124657.2,-2.13569,769.6101
1489082621.18,50.054,0.0,0.0,1.107149,0.489274,1.892547,0.691938,1.570796,0.21881,3.141593,0.21881,-2.68767,125362.6,-0.60176,125476.9,1.477396,124623.6,-2.12939,777.3587
